"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Tacony","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",293,114900,114900,114900,116850,114900,114900,114900,114800,114900,112000,114900,112000,114900,105000,114900,114900,116900,114900,114900,109450,109000,109898,109900,109850,109892,109700,109700,109897.5,105000,109900,107000,104950,103900,103000,99999,99900,96126,95000,95000,95500,94900,95000,94900,94900,99000,99000,99850,99900,99900,99900,99900,99500,1e+05,99900,99942.5,101250,105000,108500,104888,105000,1e+05,99900,99900,103250,1e+05,105000,105000,104700,105800,104950,99999.5,99900,1e+05,1e+05,105000,99900,109900,105450,105450,1e+05,98950,107500,1e+05,95000,102000,104900,114000,110729.5,116500,119900,119900,119000,119900,124900,119999.5,124900,124999,124900,125000,125000,130000,134450,135000,140000,139900,139900
"Dutchtown","Saint Louis","MO","St. Louis","Saint Louis City",294,,,,,,,,,,59000,57500,55000,55000,54000,49900,49900,49900,49900,55000,57950,54900,50000,45000,39900,43170,42900,43900,49900,49900,48900,49500,49900,49900,47450,45000,41000,44700,51900,52700,53250,55000,55000,54900,59000,59000,59900,54900,54900,56500,52200,50900,55000,55000,57000,57750,54900,56000,60500,58000,57000,54900,55000,59250,63700,64900,64950,60000,63200,59950,61950,57900,55000,56250,59900,65000,59950,56000,59900,65000,60000,58900,60000,60000,60250,60000,64800,60500,59950,59900,56450,55000,59000,59950,63700,63750,67000,64000,59900,58750,57000,60000,59900,60750,62000,64000,62000
"Westwood","Denver","CO","Denver-Aurora-Lakewood","Denver County",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249999,250000,250000,259900,259900,266450,274900,289900,289900,289900,280000,280000,284950
"Near Southeast","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40450,40950,42000,43250,39900,39900,41737.5,41475,44900,39999.5,42250,40600,39900,39888,41947.5,39900,41900,39900,39450,39900,39900,39900,44950,45000,45000,45000,45000,48750,49949.5,49900,49999.5,54395,53697.5,54900,54900,54650,51950,49900,49900,49500,49900,49900,49949.5,49999.5,54900,53000,55000,52750,50000,49999,52000,54450,55000,57500,54900,57700,57000,55000,49900
"Ala Moana-Kakaako","Honolulu","HI","Urban Honolulu","Honolulu County",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,222000,219500,216000,216000,215000,204300,204300,204300,204300,204300,204300,203150,200250,199000,214100,220000,225000,210000,210000,212000,229000,255000,255000,250000,269000,253500,245000,250000,247000,242000,248900,252500,275000,285000,291500,299000,304500,287000,285000,285000,318340,305000,297000,3e+05,343000,298000,308000,295000,317000,328000,286500,285000,289000,296500,289000,290000,295000,297650
"DRNAG","San Bernardino","CA","Riverside-San Bernardino-Ontario","San Bernardino County",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154950,168500,168750,177500,184900,185000,194900,191950,194900,195000,197999.5,189000,192450,189950,199900,199900,199950,199950,205000,206000,207950,194999,194999,177450,177499.5,168000,186249.5,164900,175000,186249.5,218800,218800,215000,209999,212499,218000,197450,200450,230000,228950,230000,230000,218000,186250,214950
"Jefferson","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",299,59900,59949.5,64700,66950,69000,68750,65000,64687.5,64500,59995,60000,59500,55000,54950,49988.5,50000,50000,50000,49950,54900,49900,49900,49450,49900,50000,50000,50000,49900,48700,48500,49000,49000,49000,49554,49900,49000,49000,49900,49900,49000,49500,49900,49900,49900,49900,53900,55450,59500,59900,59800,53900,59900,59900,59900,59900,59900,59250,55000,59000,59000,57400,54950,55450,59000,59000,59900,57000,56850,54900,52900,52450,52900,54900,49900,55000,55000,57900,58900,59450,56900,52999,53949.5,55000,53950,59900,58319,60000,60000,64900,65000,65000,65000,65000,65000,64900,64000,64900,64950,64900,67700,74950,79900,78300,76000,75500,77850
"Puritas-Longmead","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44900,48450,48250,49900,49900,47950,44900,44950,39900,39900,44900,41949.5,40000,41900,42900,44900,44450,48000,48450,49900,49900,49900,50450,48900,51700,51950,49950,49900,55900,58000,59000,57950,59500,62500,62500,61000,62500,58950,59950,59900,62000,62750,61500,69900,69950,67900
"Harrowgate","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39700,44900,50000,44950,40000,44900,45000,45325,43450,49900,49900,45000,49900,44700,45710,43500,42000,42000,44900,45000,49450,49900,51750,49999,49900,49900
"Pine Crest","Pawtucket","RI","Providence-Warwick","Providence County",302,159000,169000,169900,169900,159900,159900,167400,169900,161500,149900,149900,149900,149000,149000,145000,141000,134900,129500,129900,125000,139900,139900,139900,139900,139000,139900,137000,139900,139900,139900,139900,139900,139900,139900,137500,129900,129450,135000,135000,144900,139900,147000,145950,149000,149900,140000,139900,139900,139900,139900,135000,143000,149000,153700,159900,154900,151850,149900,149900,150000,149949.5,149900,149900,149900,149900,149850,156000,159900,159000,164450,159900,165000,165000,165000,162450,169900,169900,169900,176750,179900,173900,175000,179900,175000,174900,174900,179900,185450,179900,189900,189900,190000,195000,189900,195000,2e+05,199000,194900,199900,199900,199900,209900,214900,209900,219900,220000
"Trinity - Houston Gardens","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,28990,28687,28687,25500,25000,25000,25200,29000,32000,34750,35000,35000,35000,35000,35000
"Centralville","Lowell","MA","Boston-Cambridge-Newton","Middlesex County",304,,,,,,,,,,,,,,,,,159900,159000,154450,149900,147450,139900,130000,129900,127800,129900,125000,127900,144700,149900,159000,159000,159900,169450,169900,169000,159900,149995,149900,149900,169000,173450,179900,169900,150000,174900,189000,187900,179900,179900,179900,179900,189200,188000,179900,179900,179900,174900,175900,184900,187400,184900,184900,179900,179900,179900,184864,184900,185000,194900,199500,180750,189900,209900,203450,199900,199900,209900,209900,209900,205000,189900,199900,194900,188900,217900,212900,229950,209900,225750,230000,249900,249900,235000,233900,225000,229900,259900,257400,259900,254900,259900,259900,272400,269900,287400
"Huntridge","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83950,85750,90000,90000,90000,90000,90300,95000,97450,95000,95000,99000,99900,99450,1e+05,99900,102000,101000,114750,120000,123500,120000,120000,120500,120000,119999.5,120500,120000,120000,120000,120000,124900,125000,125000,129000,129000,129900,135000,139000,140000,140000,140000,138999.5,140000,143000,145000,155000,159995,158495,159100,155000,168500,169450,169000,175000,175000,188000,175000,169900,197000,195000
"Point Breeze","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119450,120000,120000,125000,124900,119000,121000,122000,127000,129999,137000,144900,145000,144900
"West Boulevard","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48900,49900,49450,45000,44000,44900,44500,42250,41950,43500,43000,43500,47500,47500,48900,49900,49900,52900,52650,52650,52775,52000,49900,52000,49000,49000,55900,56900,54900,53000,52700,52850,56950,54900,56200,53000,52700,54999,54999,63000,64900,66500,69900
"Sun Lakes","Chandler","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109925,116200,119900,118000,115000,114000,117000,118250,117500,119000,119900,119450,120000,125000,128000,129000,124000,125000,121250,120000,129900,125000,132450,135000,139000,134950,139900,137950,145000,134700,145000,152950,149950,149900,158000,164900,169900,168200,165000,159900,158000,149900,154900,156500,158950,155000,165000,161500
"Ellet","Akron","OH","Akron","Summit County",309,64950,68900,69400,66450,62900,67000,62400,67900,64900,62450,64900,55400,57400,54900,62450,54900,54900,54900,53250,54900,51750,51000,49900,49900,50000,49900,46165.5,47520,49950,53900,59000,59450,59900,59900,59000,59400,59000,58500,52200,59900,59900,59900,60950,59900,59000,57200,57000,56250,57000,57250,54407,55000,58000,59900,59900,59900,59900,59900,59900,59900,58000,57900,54050,55950,61000,63900,64900,59900,59900,59900,62750,63625,61450,59900,59900,59900,64900,64900,62450,64900,67350,67888.5,67138.5,66654,65000,64900,66400,64900,67579,69900,64950,73500,69900,69900,74900,78250,79700,79900,79900,78900,79500,79200,78650,79900,79900,78450
"Sunland","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420000,404999.5,399500,399500,392400,380000,374500,410000,389800,420000,375000,404000,415000,432000,444500,437500,377000,410000,385000,419500,437000,417495,420000,420000,424500,454000,459000
"Panorama","Cathedral City","CA","Riverside-San Bernardino-Ontario","Riverside County",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217500,220900,225000,222450,219900,235000,235000,240000,218400,218400,214200,234000,239500,249900,249900,245000,248500,249900,250000,249950,250000
"North and East","Richmond","CA","San Francisco-Oakland-Hayward","Contra Costa County",312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,279000,295000,299888,299000,299000,289900,288000,299000,333500,349000,320000,319000,349000,349900,349000,349000,350000,349000,349888,385000,360000,380000,399000,386900,379500,379700,374750,389400,399000,415000,385000,378000,378000,379000,378500,399499.5,420000,449000,449900,454500,449000,449000,449000,450000,484700,444900,479000,477000,487500,489000,495000,499000,499000,499000
"Kenmore","Akron","OH","Akron","Summit County",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900,49900,49450,48900,49900,48900,46900,44900,39900,40000,41000,44900,44900,44900,45900,45900,43700,45000,47650,46000,40900,39900,42500,43700,43900,43700,42250,41900,44900,44900,42950,42950,40000,34900,34500,36050,38900,35000,35000,39900,45000,49700,49000,47950,45000,45450,44900,48000,47700,47400,48481,49900,48950,49900,49900,49900,49900,49900,49900,49900,49900,49900,49300,49900,49900,49900,47250,48500,46900,46900,48450,48900,49900,51674,49900,47500,47700,49900,49900
"Spuyten Duyvil","New York","NY","New York-Newark-Jersey City","Bronx County",314,225000,209500,199000,229000,229000,220000,224950,225000,229900,229000,229950,229000,229450,219000,225000,225000,225000,215000,220000,215000,214000,207500,199900,199900,199950,199900,199950,199000,195000,189450,190000,189000,190000,189450,194000,194900,194950,194000,192000,194500,189000,189000,189000,189900,196000,199000,199000,199000,199000,194900,199000,199950,2e+05,199500,199000,199000,199900,199997.5,199250,199999.5,2e+05,199700,196250,195000,195000,189000,199000,197000,199000,199000,199000,195000,195000,195000,189999,190000,190000,192500,189000,189000,189500,195000,190000,192500,210000,209900,208500,199000,2e+05,210000,210000,220000,219000,224900,225000,222500,220000,221500,223000,234500,230000,223000,221500,223000,223000,220000
"Sarasota Springs","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,134950,140000,129900,134900,143750,140000,135000,136500,138950,135750,142450,140000,146950,140000,144950,154827.5,158950,153850,156850,139900,139900,135900,147450,147900,163300,176200,176250,164100,152748.5,164900,167400
"O'Hare","Chicago","IL","Chicago-Naperville-Elgin","Cook County",316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128400,128900,126200,124900,129900,129900,129900,129900,129900,129900,129900,129900,134900,139000,134900,129900,138250,133950,139900,139950,139900
"North Hill","Akron","OH","Akron","Summit County",317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900,49900,44900,42900,45000,44900,39949.5,39999,39949.5,44700,47900,49900,47750,47500,45000,44900,45000,45000,46400,49900,49900,49400,50000,49900,49900,49950,50000,49900,50000,50999.5,49200,45900,45900,45900,49900,55000,59900,59700,55900,55000,54900,52325,54900,56000,56733,54900,54900,57000,58500,59900,59900,59999
"Capitol Hill","Denver","CO","Denver-Aurora-Lakewood","Denver County",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244500,235000,222450,227499.5,245000,249900,248000,245000,267000,257500,249750,249900,240000,236250,241250,250000,260000,265000
"South Campus","Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,81200,86000,78500,74500,79250,79250,90500,84900,93000,87700,88450,87500,87500,87700,87900,87000
"North Shore","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",320,83500,81000,81000,80000,79500,76500,75000,74600,74900,79000,74000,79000,70000,69000,70000,69000,70000,69450,72500,70000,75000,73130,70000,70000,69900,69900,70000,70000,65000,65275,65000,75000,78750,76450,75000,75000,75000,82200,75000,85000,85000,85625,89250,85000,85000,87000,99000,98000,99995,103000,1e+05,99995,99900,99900,99900,115000,119500,120000,119900,120000,119950,119900,103500,94900,108000,110000,1e+05,108000,1e+05,114000,124983.5,119750,119750,125000,128000,128000,129000,134999.5,135000,139000,137000,145000,149250,149500,149500,149949.5,149900,147445,150000,150000,156000,152000,153239,149950,149500,149900,150000,158900,151000,150000,149500,155750,159500,160000,160000,159700
"Hyde Park","Scranton","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,45000,45000,45000,44900,42500,44900,44900,45000,45000,47450,54950,49900,52250,49999,49950,50946.5
"Elmwood","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",322,74900,69900,71130.5,69900,66500,69000,68500,69000,70000,69000,69900,69000,69900,69949.5,69900,70950,70000,69250,69450,69900,68750,66950,68000,68000,68875,69000,69900,69900,69000,69450,65000,64950,64900,60000,62900,61250,62500,64900,65000,65000,65000,65000,60000,60950,59999,55000,54900,56250,58200,64900,62000,52990,54900,60950,59950,65250,65250,67500,69400,68499.5,62450,67000,67000,69400,64000,65000,67900,66000,66900,68000,69800,68000,70000,73000,73450,70000,68450,69000,69000,65000,65000,74900,73450,60500,65000,69900,69900,69900,74900,70000,75000,64950,60000,60500,69900,70000,72000,75000,73950,75000,75000,70000,74900,74945,74995,75749.5
"West Akron","Akron","OH","Akron","Summit County",323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,39000,39900,34900,34900,36450,35000,35000,39000,37450,38500,39900,39900,37400,37700,37900,39450,42000,39900
"Park Manor","Chicago","IL","Chicago-Naperville-Elgin","Cook County",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,69900,75000,69900,67900,74700,73000,70450,79900,79900,79900,79900,76000,73000,79000,75000,77000,72000,74000,75000,80000,75000,72000,70000,81000,82450,73250,84950
"Thomas Dale","Saint Paul","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,119000,120000,122400,129900,114900,113450,121000,112400,125000,129950,134000,137450,134900,135000,134900,129900,131900,128000,128000,122423,124900,124946,145900,142450,144900,145900,139950,129999,129900,139900,139200,139950,147900,154900,149900,149900,147900,164900,165000,165000,157000
"West End","Billings","MT","Billings","Yellowstone County",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132883.5,126450,144950,145262,128450,132000,139900,140000,133450,139000,134900,149950,145312,148500,147000
"Near Westside","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500,39500,36150,35000,35000,34900,32995,34450,34450,34900,30000,32500,30500,34900,35000,37000,37000,37000,39250,39900,35000,34900,34900,36000,39900,39900,39900,39900,39900,41450,42500,42500,40000,39900,45000,43500,43250,45000,46200,45750,45750
"Pioneer Park","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84500,82500,85999,89000,85949.5,84950,82500,82000,82000,84700,84000,85000,89000,85000,89000,90000,89900,84900,85000,89000,85000,85000,85000,85000,85000,90000,98900,99250,105000,104750,105000,109999,110000,112700,111749.5,110000,112500,109000,116000,116500,113500,117500,124999,129000,125000,129900,130000,134500,137900,139610,139900,139900,138944,139999,139000,147400,149950,155000,163000,159900,164950
"West Biloxi","Biloxi","MS","Gulfport-Biloxi-Pascagoula","Harrison County",329,,,,,,,,,,,,,,,,,,,,,,,,,,,51200,58500,62950,62900,59900,59000,63900,62750,59900,59838.5,62500,62500,59700,59500,59700,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,54900,57250,59500,59000,58950,60000,60000,59900,59000,59500,59500,59500,59500,59500,59500,59950,59500,59500,59200,54750,55900,54900,58000,55000,54950,56000,57000,59900,59900,65000,60950,59900,61950,59900,60475,64350,65000,59999,59900,59900,59450,59000,62950,63900,61950,62200,67000,65000,67250,74900,75000,76617,76617
"Valley View","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,98000,98500,99000,99900,99000,99900,104500,107000,99900,1e+05,1e+05,110000,110000,110000,110000,109000,110000,117500,124950,118250,118250,118656,118656,120000,125000,125000,128999,130000,130000,130000,130000,130000,133500,130000,132000,132000,135000,135000,135000,132000,132000,130000,149500,150000,150000,149500,140000,130000,145000,133500,149500,159999,154950,150000,150000,175000,169999.5,175000
"Greater Third Ward","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e+05,99995,1e+05,99995,1e+05,1e+05,99990,99950,99000,99000,99000,99900,99000,99000,1e+05,1e+05,99999,99999,99999,99949.5,99999.5,1e+05,102725,108000,105000,98500,95000,90000,94250,1e+05,100450,103000,103000,101725,103000,103000,103000,105000,104700
"Belair-Edison","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",332,104900,106950,99999.5,104000,1e+05,99900,99450,99450,93750,89900,89900,89000,89000,89900,89000,84900,79900,76250,78049.5,88450,83000,79900,76599,72100,69900,69900,69000,68900,65000,69900,60000,60000,60000,60000,60000,60000,60000,59000,55000,55000,55000,59950,63400,60000,65000,58774,49999,49949.5,49000,49000,51500,51500,50000,50000,52750,53950,52000,54900,59000,62500,59450,53500,59900,59450,59900,59990,59900,59990,59999,59999,59900,65000,61450,57375,57000,65000,60000,65000,65000,67000,69500,69000,69289.5,69750,79900,75000,81200,79900,79900,79900,79999,82500,82499.5,75000,74900,75000,79900,79900,79900,83450,81999,84000,89900,80000,79900,79450
